"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
7.766835235E0	1.692614079E0	-1.444189739E1	9.618701935E-1	1.457252679E1
7.774814259E0	6.693361998E-1	-1.512193489E1	1.364736557E0	1.519813909E1
7.782794024E0	-5.032933950E-1	-1.516382313E1	1.489059448E0	1.524506917E1
7.790772188E0	-1.570254564E0	-1.446060753E1	1.370135307E0	1.461000138E1
7.798751759E0	-2.366675377E0	-1.329571819E1	1.239123344E0	1.356144171E1
7.806731446E0	-2.949745178E0	-1.165170860E1	1.054632187E0	1.206546970E1
7.814712657E0	-3.061725378E0	-1.025917721E1	6.668634415E-1	1.072704927E1
7.822690274E0	-2.865659475E0	-9.204937935E0	6.577110291E-2	9.640913466E0
7.830668048E0	-2.392027855E0	-8.604745865E0	-7.459735870E-1	8.962138431E0
7.838648517E0	-1.767953396E0	-8.251545906E0	-1.716929436E0	8.611708062E0
7.846626602E0	-1.131888151E0	-7.974077225E0	-2.498266697E0	8.432580558E0
7.854606446E0	-3.598252535E-1	-7.510372162E0	-3.280115128E0	8.203311494E0
7.862588399E0	4.077602029E-1	-6.709608078E0	-3.920651436E0	7.781813196E0
7.870567306E0	9.932878613E-1	-5.702943325E0	-4.451379299E0	7.302394197E0
7.878543595E0	1.502731562E0	-4.783205986E0	-4.723016739E0	6.887971310E0
7.886519181E0	1.797610521E0	-3.882843018E0	-4.786170959E0	6.419914792E0
7.894495040E0	1.855260253E0	-2.699729919E0	-4.663280487E0	5.698834718E0
7.902474181E0	1.628634810E0	-1.339840651E0	-4.320563793E0	4.807795317E0
7.910451720E0	1.342354178E0	-9.335517883E-2	-3.597386360E0	3.840809622E0
7.918428829E0	1.180381536E0	8.391443491E-1	-2.677847385E0	3.044393278E0
7.926406290E0	1.155809283E0	1.666732669E0	-1.788616180E0	2.704263436E0
7.934384806E0	1.032669425E0	2.345333576E0	-1.383616447E0	2.912282644E0
7.942363321E0	9.542989135E-1	3.069605827E0	-1.096035004E0	3.396241906E0
7.950340509E0	7.124970555E-1	3.823595047E0	-9.596023560E-1	4.006041415E0
7.958317735E0	2.497065961E-1	4.566655159E0	-8.237962723E-1	4.647077902E0
7.966294532E0	-3.748276532E-1	5.382431507E0	-5.977544785E-1	5.428478158E0
7.974272149E0	-8.141066432E-1	6.225396633E0	-1.519556046E-1	6.280240710E0
7.982252696E0	-1.224936724E0	6.977799416E0	3.993997574E-1	7.095750477E0
7.990229806E0	-1.344286323E0	7.433314800E0	9.425563812E-1	7.612469190E0
7.998205938E0	-1.298912883E0	7.887818813E0	1.333211899E0	8.104462615E0
8.006185860E0	-1.252346754E0	8.352554321E0	1.651834488E0	8.605933608E0
8.014166095E0	-1.041484356E0	8.673368454E0	1.836807251E0	8.926694286E0
8.022144649E0	-8.317154646E-1	8.716939926E0	1.955080986E0	8.972130959E0
8.030124610E0	-7.634621263E-1	8.615694046E0	2.051964760E0	8.889522917E0
8.038106524E0	-8.175412416E-1	8.581268311E0	2.177713394E0	8.890949057E0
8.046088399E0	-9.017398953E-1	8.659536362E0	2.454578400E0	9.045753698E0
8.054072735E0	-9.448549747E-1	8.770488739E0	2.837253571E0	9.266295455E0
8.062053556E0	-7.174638510E-1	8.607509613E0	3.103177071E0	9.177891046E0
8.070035938E0	-5.468811393E-1	8.494598389E0	3.235653877E0	9.106411850E0
8.078017110E0	-3.928294182E-1	8.300379753E0	3.282421112E0	8.934478572E0
8.085999220E0	-3.621491194E-1	7.866630554E0	3.346422195E0	8.556492843E0
8.093985587E0	-3.934713602E-1	7.343946457E0	3.327001572E0	8.072007726E0
8.101968790E0	-5.102965832E-1	6.896853924E0	3.094799042E0	7.576594074E0
8.109950470E0	-5.892223120E-1	6.591957092E0	2.671285629E0	7.137005545E0
8.117931837E0	-5.432228446E-1	6.172188759E0	2.058757782E0	6.529126185E0
8.125911095E0	-3.835964501E-1	5.473445415E0	1.321778297E0	5.643832813E0
8.133891759E0	-3.147497773E-1	4.908213615E0	5.919961929E-1	4.953795293E0
8.141870977E0	-2.313424498E-1	4.769653797E0	-7.558917999E-2	4.775859127E0
8.149851759E0	-5.777031928E-2	4.578578472E0	-6.163301468E-1	4.620236042E0
8.157833282E0	1.343063563E-1	4.196436882E0	-9.751377106E-1	4.310338068E0
8.165814454E0	4.735130668E-1	3.476220608E0	-1.326754570E0	3.750813515E0
8.173795938E0	8.701643944E-1	2.647573709E0	-1.704690933E0	3.266925741E0
8.181775938E0	1.340982795E0	1.763105989E0	-1.948519230E0	2.950170295E0
8.189754610E0	1.775330067E0	7.919439077E-1	-2.053411007E0	2.827625994E0
8.197735977E0	2.260951281E0	-7.385565042E-1	-1.983048439E0	3.096747893E0
8.205714298E0	2.903659582E0	-2.753616810E0	-1.857119560E0	4.411636608E0
8.213694688E0	3.610994339E0	-4.797680378E0	-1.958658695E0	6.316119142E0
8.221673634E0	3.936282635E0	-6.407068253E0	-2.325778961E0	7.871092195E0
8.229651329E0	4.029372215E0	-8.435953140E0	-2.510959625E0	9.680189258E0
8.237630587E0	3.962072849E0	-1.092193985E1	-2.225393772E0	1.182958870E1
8.245610977E0	3.617885351E0	-1.276720619E1	-1.685323715E0	1.337650793E1
8.253592384E0	2.787129402E0	-1.431821632E1	-8.883142471E-1	1.461398341E1
8.261573009E0	1.495150447E0	-1.535520172E1	7.123947144E-3	1.542782375E1
8.269553907E0	8.568052948E-2	-1.532916069E1	1.005193710E0	1.536232154E1
8.277535431E0	-1.191198230E0	-1.437452698E1	1.962883949E0	1.455674732E1
8.285515782E0	-2.104830980E0	-1.312537956E1	2.634218216E0	1.355156846E1
8.293495274E0	-2.392368555E0	-1.193351078E1	2.921206474E0	1.251661113E1
8.301476290E0	-2.374882460E0	-1.065172577E1	2.782778740E0	1.126246803E1
8.309455899E0	-2.187793016E0	-9.468114853E0	2.180028915E0	9.959124621E0
8.317433360E0	-1.859163284E0	-8.346627235E0	1.268192291E0	8.644708556E0
8.325410040E0	-1.492735744E0	-7.663679123E0	2.294950485E-1	7.811075833E0
8.333389923E0	-1.026433825E0	-7.444078922E0	-7.246189117E-1	7.549367521E0
8.341367345E0	-3.044918180E-1	-7.367045403E0	-1.739488602E0	7.575743780E0
8.349344727E0	5.188792944E-1	-7.132100582E0	-2.609002113E0	7.612029063E0
8.357326602E0	1.203299403E0	-6.500781536E0	-3.386043072E0	7.427878413E0
8.365310040E0	1.644396782E0	-5.566884518E0	-3.851150990E0	6.966032440E0
8.373294923E0	1.944671392E0	-4.644219875E0	-3.866599083E0	6.348315804E0
8.381277970E0	2.123663187E0	-3.889435291E0	-3.548739433E0	5.677253190E0
8.389262892E0	1.988652706E0	-2.826934814E0	-3.018018723E0	4.588544109E0
8.397245392E0	1.679055810E0	-1.674202442E0	-2.402735710E0	3.375695650E0
8.405229532E0	1.410937667E0	-6.618332267E-1	-1.840653419E0	2.411798775E0
8.413211876E0	1.149736166E0	3.428728580E-1	-1.477268219E0	1.903096540E0
8.421196876E0	9.149920940E-1	1.377786398E0	-1.319620132E0	2.115869368E0
8.429179649E0	6.113625765E-1	2.452853680E0	-1.205067635E0	2.800436283E0
8.437162227E0	1.005589366E-1	3.670807362E0	-1.131405830E0	3.842527546E0
8.445142892E0	-3.312740326E-1	4.580910683E0	-8.858356476E-1	4.677519638E0
8.453126642E0	-6.067840457E-1	5.345166206E0	-3.825769424E-1	5.393083883E0
8.461109610E0	-7.597408891E-1	6.193012714E0	1.031217575E-1	6.240292204E0
8.469093204E0	-9.080669880E-1	7.017819881E0	3.995189667E-1	7.087594581E0
8.477076681E0	-1.065579891E0	7.727624893E0	6.221237183E-1	7.825514994E0
8.485060040E0	-1.178983450E0	8.422349930E0	9.860754013E-1	8.561444096E0
8.493046173E0	-1.210737228E0	8.953077316E0	1.454940796E0	9.150974308E0
8.501031563E0	-1.211573005E0	9.355076790E0	1.854513168E0	9.613770851E0
8.509011720E0	-1.268303156E0	9.673623085E0	2.153979301E0	9.991356430E0
8.516990157E0	-1.294906139E0	9.873864174E0	2.405940056E0	1.024492670E1
8.524971446E0	-1.315847993E0	1.008209515E1	2.823351860E0	1.055231795E1
8.532959142E0	-1.162237883E0	1.008993721E1	3.243256569E0	1.066191085E1
8.540944884E0	-1.097477436E0	1.010210609E1	3.466884613E0	1.073667980E1
8.548931134E0	-1.059936047E0	1.016833591E1	3.503957748E0	1.080723089E1
8.556916134E0	-1.047794223E0	9.961977959E0	3.426376343E0	1.058673379E1
8.564897579E0	-9.976973534E-1	9.552117348E0	3.387324333E0	1.018392419E1
8.572879649E0	-9.652476311E-1	9.013191223E0	3.329329491E0	9.656798324E0
8.580863087E0	-9.145587683E-1	8.461705208E0	3.147069931E0	9.074189877E0
8.588847774E0	-8.947137594E-1	7.793056488E0	2.739954948E0	8.309006875E0
8.596832227E0	-9.667619467E-1	7.033346176E0	2.052996635E0	7.390357385E0
8.604815704E0	-1.031877279E0	6.333456516E0	1.297035217E0	6.546735256E0
8.612796798E0	-9.488239288E-1	5.643727303E0	6.301698685E-1	5.757520193E0
8.620776954E0	-8.323836327E-1	4.778467178E0	-1.439981461E-1	4.852560824E0
8.628758204E0	-6.902756095E-1	3.987516165E0	-8.578405380E-1	4.136744610E0
8.636741056E0	-2.628316283E-1	3.099023104E0	-1.391715050E0	3.407329664E0
8.644721368E0	4.204686582E-1	1.690844417E0	-1.858411789E0	2.547438539E0
8.652704923E0	1.061470747E0	3.417131901E-1	-2.217504501E0	2.482098762E0
8.660684923E0	1.488232613E0	-5.019643307E-1	-2.746738911E0	3.164076349E0
8.668667735E0	1.704707384E0	-1.187597513E0	-3.213193893E0	3.826359904E0
8.676654259E0	1.839781284E0	-2.295756578E0	-3.299179554E0	4.420393554E0
8.684637306E0	2.217449427E0	-4.114888191E0	-2.904909134E0	5.503442910E0
8.692619806E0	2.614152670E0	-5.904177666E0	-2.331852913E0	6.865176334E0
8.700607696E0	2.797661066E0	-7.201630116E0	-1.929445744E0	7.963237070E0
8.708590431E0	2.602859259E0	-8.359496117E0	-1.532723427E0	8.888492153E0
8.716572149E0	2.263198853E0	-9.333018303E0	-9.597148895E-1	9.651339407E0
8.724558126E0	1.938752651E0	-1.042261600E1	-1.083183289E-1	1.060195355E1
8.732537931E0	1.751273036E0	-1.173856831E1	8.255167007E-1	1.189716021E1
8.740517852E0	1.346765757E0	-1.270239258E1	1.460918427E0	1.285685956E1
8.748499571E0	5.926973820E-1	-1.267166901E1	1.726264954E0	1.280244025E1
8.756479806E0	-4.811948538E-1	-1.191871452E1	1.978575706E0	1.209140464E1
8.764461642E0	-1.333333611E0	-1.094844818E1	2.342301369E0	1.127531249E1
8.772447345E0	-1.608405352E0	-1.006685352E1	2.632734299E0	1.052899794E1
8.780430587E0	-1.432611465E0	-9.128550529E0	2.444778442E0	9.558229544E0
8.788411095E0	-1.121647954E0	-8.060907364E0	1.749318123E0	8.324448063E0
8.796391524E0	-6.951923966E-1	-7.275302410E0	9.604082108E-1	7.371275436E0
8.804373790E0	-3.730888665E-2	-6.827937126E0	1.333341599E-1	6.829340770E0
8.812353126E0	7.561911345E-1	-6.573572159E0	-6.405735016E-1	6.647857577E0
8.820332618E0	1.504267573E0	-6.230586052E0	-1.336915970E0	6.547546700E0
8.828310665E0	2.123876333E0	-5.967999935E0	-1.845443726E0	6.597994881E0
8.836290548E0	2.438113928E0	-5.528130054E0	-2.023034096E0	6.371600143E0
8.844273360E0	2.558578730E0	-4.695513248E0	-2.054879665E0	5.728586232E0
8.852256876E0	2.502570391E0	-3.770589590E0	-2.099520206E0	4.988806422E0
8.860237188E0	2.108260155E0	-2.878745079E0	-2.116912365E0	4.148885642E0
8.868219142E0	1.515352368E0	-1.938905954E0	-1.872761250E0	3.092391275E0
8.876199727E0	8.497638702E-1	-9.103069305E-1	-1.508025169E0	1.955734454E0
8.884177579E0	3.958206177E-1	-8.896994591E-2	-1.222266197E0	1.287837051E0
8.892155782E0	-4.181912541E-2	5.971690416E-1	-9.480600357E-1	1.121239285E0
8.900134610E0	-3.558688760E-1	9.203106165E-1	-7.214660645E-1	1.222345111E0
8.908114298E0	-5.768592954E-1	1.471473932E0	-5.929946899E-1	1.688089122E0
8.916093243E0	-7.993105650E-1	2.239120483E0	-6.083335876E-1	2.454104251E0
8.924071485E0	-9.126849174E-1	2.855196476E0	-5.737190247E-1	3.051932862E0
8.932052774E0	-9.205475450E-1	3.532994986E0	-3.289155960E-1	3.665739601E0
8.940033946E0	-7.997065187E-1	4.537645340E0	-8.208942413E-2	4.608307110E0
8.948013477E0	-6.090735793E-1	5.583189487E0	6.816864014E-3	5.616317472E0
8.955992423E0	-5.750989914E-1	6.595020771E0	-6.425952911E-2	6.620360044E0
8.963971681E0	-5.952674747E-1	7.472497940E0	-6.313037872E-2	7.496436105E0
8.971949532E0	-6.780875325E-1	8.099998474E0	3.078174591E-2	8.128390093E0
8.979928985E0	-9.594529271E-1	8.664738655E0	2.511024475E-1	8.721312878E0
8.987911251E0	-1.346201658E0	9.192201614E0	6.866598129E-1	9.315596123E0
8.995893595E0	-1.593480229E0	9.596409798E0	1.292404175E0	9.813285321E0
9.003873985E0	-1.774378061E0	9.813237190E0	1.850725174E0	1.014264390E1
9.011858009E0	-1.972500682E0	1.006162262E1	2.349893570E0	1.051898324E1
9.019840860E0	-2.021807671E0	1.043451500E1	2.667877197E0	1.095830180E1
9.027823946E0	-1.940754652E0	1.091763496E1	2.826083183E0	1.144325251E1
9.035808243E0	-1.645715952E0	1.121713638E1	2.939084053E0	1.171199149E1
9.043789962E0	-1.165975809E0	1.109010887E1	3.063975334E0	1.156451293E1
9.051773048E0	-6.043068171E-1	1.057933521E1	3.042450905E0	1.102470080E1
9.059752501E0	-1.774682254E-1	9.966417313E0	2.771395683E0	1.034609120E1
9.067733985E0	1.893977821E-1	9.283287048E0	2.150302887E0	9.530954435E0
9.075714532E0	8.341667056E-1	8.218334198E0	1.411654472E0	8.380311416E0
9.083694845E0	1.595029712E0	6.802169800E0	6.801052094E-1	7.019699200E0
9.091676642E0	2.207533121E0	5.224244595E0	-1.134214401E-1	5.672635938E0
9.099656563E0	2.362904310E0	3.985557556E0	-8.992509842E-1	4.719813359E0
9.107633477E0	2.090249062E0	3.217863321E0	-1.490567207E0	4.116500467E0
9.115615665E0	1.644308925E0	2.419554710E0	-1.877984524E0	3.476323159E0
9.123600821E0	1.314279914E0	1.281810522E0	-2.205396175E0	2.869519506E0
9.131582735E0	1.259568453E0	-3.151071072E-2	-2.329240322E0	2.648181657E0
9.139558946E0	1.239774704E0	-1.354704857E0	-2.388208389E0	3.012607820E0
9.147536524E0	1.086529970E0	-2.790452957E0	-2.291226387E0	3.770529597E0
9.155512462E0	1.124392509E0	-4.335516453E0	-1.871394157E0	4.854181447E0
9.163487423E0	1.303468347E0	-6.284733295E0	-1.188620567E0	6.527612211E0
9.171463556E0	1.562026620E0	-8.013873100E0	-5.396442413E-1	8.182499932E0
9.179442110E0	1.611220598E0	-9.265090942E0	-1.109991074E-1	9.404799987E0
9.187418087E0	1.523449183E0	-1.020703316E1	1.955270767E-1	1.032195011E1
9.195394181E0	1.404827595E0	-1.116549206E1	4.376640320E-1	1.126202927E1
9.203368712E0	1.151308537E0	-1.226106548E1	7.691059113E-1	1.233899356E1
9.211343595E0	5.567651987E-1	-1.283326817E1	1.168290138E0	1.289835885E1
9.219321446E0	-2.553861439E-1	-1.287305546E1	1.680779457E0	1.298482955E1
9.227300938E0	-1.087310672E0	-1.240620041E1	2.301879883E0	1.266470308E1
9.235282423E0	-1.568602562E0	-1.163011360E1	2.794457436E0	1.206354213E1
9.243266759E0	-1.720163226E0	-1.071765232E1	2.920957565E0	1.124095307E1
9.251249571E0	-1.593397856E0	-9.564672470E0	2.702382088E0	1.006601933E1
9.259232735E0	-1.138056993E0	-8.479432106E0	2.278841972E0	8.853759840E0
9.267211954E0	-5.220748782E-1	-7.689113617E0	1.736046791E0	7.899929674E0
9.275191602E0	8.989065886E-2	-7.085404873E0	9.811973572E-1	7.153585870E0
9.283170509E0	6.387709379E-1	-6.480452061E0	1.328344345E-1	6.513212127E0
9.291152188E0	1.120800018E0	-5.957842350E0	-8.338918686E-1	6.119432473E0
9.299135782E0	1.590392590E0	-5.516689301E0	-1.621264458E0	5.965878633E0
9.307117540E0	1.851884127E0	-4.667399406E0	-2.116911888E0	5.449349317E0
9.315100587E0	2.020833731E0	-3.665434837E0	-2.383917332E0	4.816870702E0
9.323081017E0	2.000200272E0	-2.680033207E0	-2.518894196E0	4.186670167E0
9.331061095E0	1.926874280E0	-1.940815210E0	-2.465727806E0	3.682312016E0
9.339040899E0	1.851652265E0	-1.380107880E0	-2.308648109E0	3.265450958E0
9.347019181E0	1.741318464E0	-7.808036208E-1	-2.037601948E0	2.791713808E0
9.354998556E0	1.452502012E0	2.195174694E-1	-1.896156788E0	2.398616388E0
9.362976563E0	7.795639038E-1	1.563159466E0	-1.786195755E0	2.498335980E0
9.370955001E0	-7.902681828E-3	2.649502039E0	-1.506956100E0	3.048087957E0
9.378932852E0	-5.684768558E-1	3.414892673E0	-1.037252426E0	3.613938365E0
9.386910587E0	-1.089467406E0	4.235914707E0	-5.611810684E-1	4.409630010E0
9.394890548E0	-1.418177009E0	4.947913170E0	-1.691389084E-1	5.149920265E0
9.402870352E0	-1.542891979E0	5.458604813E0	-1.869201660E-3	5.672467334E0
9.410851290E0	-1.476238847E0	5.918263435E0	5.820941925E-2	6.099877995E0
9.418830509E0	-1.365926981E0	6.485224247E0	1.021175385E-1	6.628296768E0
9.426811720E0	-1.248832226E0	7.162595749E0	1.814270020E-1	7.272913828E0
9.434794102E0	-1.230133533E0	7.766558170E0	3.240308762E-1	7.870047670E0
9.442770001E0	-1.265803337E0	8.238087654E0	5.155239105E-1	8.350695252E0
9.450747774E0	-1.230443001E0	8.518457413E0	7.546167374E-1	8.639881544E0
9.458730040E0	-1.087440252E0	8.730385780E0	9.267225266E-1	8.846523431E0
9.466706759E0	-8.971892595E-1	8.804296494E0	1.075312614E0	8.914980793E0
9.474682032E0	-6.874673367E-1	8.853817940E0	1.205368996E0	8.961898117E0
9.482656134E0	-5.589059591E-1	8.982127190E0	1.168606758E0	9.075055178E0
9.490629102E0	-4.656201005E-1	9.063292503E0	1.017640114E0	9.132122671E0
9.498601876E0	-3.819812238E-1	8.822132111E0	7.929506302E-1	8.865928904E0
9.506578048E0	-3.297010362E-1	8.459691048E0	5.662317276E-1	8.485027623E0
9.514555821E0	-3.958046734E-1	8.047791481E0	2.320384979E-1	8.060859193E0
9.522531798E0	-5.020415783E-1	7.582869053E0	-1.569414139E-1	7.601090674E0
9.530510431E0	-5.107241869E-1	6.903171062E0	-5.597972870E-1	6.944636989E0
9.538487462E0	-4.243710637E-1	5.925921440E0	-1.100981712E0	6.042250942E0
9.546464923E0	-2.260396630E-1	5.078841209E0	-1.687356949E0	5.356574972E0
9.554441095E0	-9.121868014E-2	4.448149681E0	-2.242600441E0	4.982330095E0
9.562415431E0	-4.599750042E-3	3.626488209E0	-2.869795799E0	4.624626019E0
9.570393517E0	8.865305781E-2	2.754054546E0	-3.428091526E0	4.398236842E0
9.578368595E0	1.514250040E-1	2.051228046E0	-3.828591347E0	4.346099140E0
9.586344649E0	2.774403989E-1	1.371696353E0	-3.987025738E0	4.225505685E0
9.594322657E0	6.218532324E-1	5.755381584E-1	-3.917507172E0	4.008092820E0
9.602299649E0	9.462971091E-1	-4.369370937E-1	-3.510317802E0	3.661792364E0
9.610277149E0	1.436858058E0	-1.814023495E0	-2.699343204E0	3.555516285E0
9.618255665E0	1.919831753E0	-3.456182718E0	-1.884152889E0	4.379610148E0
9.626233009E0	2.245271206E0	-5.088082314E0	-1.203024864E0	5.690087279E0
9.634209767E0	2.369919062E0	-6.437630177E0	-6.987867355E-1	6.895498644E0
9.642185392E0	2.382334948E0	-7.426854134E0	-2.684354782E-1	7.804212948E0
9.650163595E0	2.348154306E0	-8.776225090E0	3.178958893E-1	9.090490266E0
9.658144727E0	2.200186014E0	-1.022673702E1	9.424886703E-1	1.050310685E1
9.666122774E0	1.893908262E0	-1.148539448E1	1.588176727E0	1.174833946E1
9.674101290E0	1.308045745E0	-1.237062263E1	2.261727333E0	1.264352398E1
9.682080157E0	5.032485723E-1	-1.273166943E1	2.989252090E0	1.308756255E1
9.690057071E0	-2.589107752E-1	-1.257095242E1	3.646097183E0	1.309159670E1
9.698034806E0	-1.085148096E0	-1.198940659E1	4.194052696E0	1.274807808E1
9.706013087E0	-1.589044571E0	-1.114974403E1	4.489523888E0	1.212425995E1
9.713991681E0	-1.684749126E0	-9.936204910E0	4.371245384E0	1.098518702E1
9.721974493E0	-1.557042837E0	-8.550158501E0	3.804447174E0	9.487012759E0
9.729954688E0	-1.289625049E0	-7.567107677E0	3.079811096E0	8.271002827E0
9.737933438E0	-9.601290226E-1	-6.817551136E0	2.252128601E0	7.243820433E0
9.745913556E0	-4.868054390E-1	-6.431427956E0	1.626424789E0	6.651729300E0
9.753892892E0	2.518208623E-1	-6.162285805E0	1.008042336E0	6.249266312E0
9.761869376E0	1.065234900E0	-5.599779129E0	2.549200058E-1	5.705894837E0
9.769846563E0	1.579968333E0	-4.893925667E0	-5.674076080E-1	5.173853473E0
9.777824063E0	1.790556669E0	-4.256864071E0	-1.116785049E0	4.751230762E0
9.785802384E0	1.813330173E0	-3.464685917E0	-1.525907516E0	4.197690862E0
9.793782110E0	1.750813007E0	-2.596408367E0	-1.706972122E0	3.566572083E0
9.801762696E0	1.693927884E0	-1.883000135E0	-1.856990814E0	3.140620332E0
9.809741954E0	1.480341196E0	-1.046477556E0	-1.989171505E0	2.691343272E0
9.817718673E0	1.066828489E0	-2.613878250E-2	-2.161611080E0	2.410678063E0
9.825697579E0	4.385862052E-1	1.189506173E0	-2.310866356E0	2.635789466E0
9.833673517E0	-2.339500338E-1	2.305851460E0	-2.134871006E0	3.151088349E0
9.841653790E0	-6.434470415E-1	3.225791931E0	-1.624474525E0	3.668606706E0
9.849633477E0	-6.889777184E-1	3.793622732E0	-1.141274452E0	4.021041047E0
9.857611876E0	-6.184108257E-1	4.628615856E0	-9.195785522E-1	4.759426584E0
9.865593048E0	-5.765999556E-1	5.666072369E0	-8.441896439E-1	5.757560225E0
9.873574688E0	-6.389749050E-1	6.998697281E0	-8.428659439E-1	7.078168941E0
9.881554806E0	-6.848087311E-1	8.051091194E0	-7.332706451E-1	8.113366641E0
9.889536798E0	-7.816157341E-1	8.967119217E0	-4.777040482E-1	9.013786738E0
9.897520665E0	-9.116979241E-1	9.672639847E0	-1.282434464E-1	9.716357398E0
9.905503282E0	-1.094559193E0	1.018581867E1	2.246589661E-1	1.024692312E1
9.913480352E0	-1.361649990E0	1.049650574E1	5.488348007E-1	1.059867648E1
9.921461407E0	-1.693149924E0	1.068212318E1	9.427118301E-1	1.085648276E1
9.929443399E0	-1.734565496E0	1.055444908E1	1.332303047E0	1.077868936E1
9.937421837E0	-1.669254661E0	1.033514309E1	1.449838638E0	1.056899361E1
9.945401095E0	-1.712069869E0	1.035453796E1	1.209290504E0	1.056456451E1
9.953377579E0	-1.651394963E0	1.025803661E1	8.451337814E-1	1.042442668E1
9.961354688E0	-1.382002115E0	9.812380791E0	3.810539246E-1	9.916549235E0
9.969335079E0	-1.004997253E0	9.321996689E0	-4.452896118E-2	9.376119910E0
9.977314923E0	-5.677577257E-1	8.778786659E0	-4.818239212E-1	8.810312045E0
9.985297735E0	-9.200672060E-2	8.033532143E0	-1.035992622E0	8.100579278E0
9.993277970E0	3.609195948E-1	7.128882408E0	-1.776295662E0	7.355708914E0
1.000125465E1	6.767430305E-1	6.384381771E0	-2.480039597E0	6.882507401E0
1.000923383E1	9.830720425E-1	5.467346668E0	-3.245514393E0	6.433636134E0
1.001721438E1	1.305159569E0	4.405420303E0	-3.972523212E0	6.073887571E0
1.002519485E1	1.530747890E0	3.338588238E0	-4.572930336E0	5.865241034E0
1.003317617E1	1.609681606E0	2.189888477E0	-4.986953259E0	5.679470857E0
1.004115742E1	1.654740214E0	8.446674347E-1	-4.996028900E0	5.330284516E0
1.004913621E1	1.503441930E0	-2.474260330E-1	-4.917540073E0	5.148180033E0
1.005711520E1	1.295457244E0	-1.325176597E0	-4.611437798E0	4.969875355E0
1.006509363E1	1.080243826E0	-2.351142168E0	-4.156208515E0	4.895800797E0
1.007307238E1	1.003513575E0	-3.530745506E0	-3.522654533E0	5.087464819E0
1.008105274E1	1.038768530E0	-4.828669548E0	-2.703294754E0	5.630532141E0
1.008903367E1	1.193776608E0	-6.096833706E0	-1.970538616E0	6.517630418E0
1.009701688E1	1.294191957E0	-7.573699951E0	-1.127502441E0	7.765766255E0
1.010499777E1	1.321662068E0	-8.882544518E0	-2.098321915E-1	8.982784495E0
1.011297817E1	1.318302274E0	-1.012776279E1	7.180948257E-1	1.023841591E1
1.012095883E1	1.334412217E0	-1.114068317E1	1.630213737E0	1.133812482E1
1.012893914E1	1.315070152E0	-1.189046478E1	2.353496552E0	1.219227248E1
1.013692098E1	1.036033988E0	-1.199400711E1	2.863972664E0	1.237464797E1
1.014490332E1	5.605788827E-1	-1.153715420E1	3.321156502E0	1.201874603E1
1.015288445E1	1.438922286E-1	-1.066524506E1	3.665019035E0	1.127832087E1
1.016086637E1	-1.424561441E-1	-9.781494141E0	3.974176407E0	1.055897720E1
1.016884762E1	-2.765274942E-1	-8.911930084E0	4.121093750E0	9.822544425E0
1.017682801E1	-2.746601999E-1	-8.048231125E0	3.990049362E0	8.987210712E0
1.018480582E1	-1.980496645E-1	-7.064153194E0	3.499051094E0	7.885736654E0
1.019278555E1	7.836580276E-3	-6.101892471E0	2.654894829E0	6.654443605E0
1.020076156E1	3.140065670E-1	-5.283316135E0	1.670555115E0	5.550025577E0
1.020873785E1	6.621305943E-1	-4.749602318E0	7.569646835E-1	4.854908303E0
1.021671625E1	9.788607955E-1	-4.192429543E0	1.108961105E-1	4.306614897E0
1.022469559E1	1.125592232E0	-3.627581835E0	-2.048454285E-1	3.803717851E0
1.023267406E1	1.070461154E0	-2.977992058E0	-2.710456848E-1	3.176128074E0
1.024065406E1	8.400246501E-1	-2.011548042E0	-1.901092529E-1	2.188174688E0
1.024863516E1	3.990304470E-1	-8.288784027E-1	-1.386642456E-1	9.303184816E-1
1.025661883E1	-2.051752210E-1	1.951127648E-1	-1.184301376E-1	3.069064349E-1
1.026460008E1	-7.701225281E-1	1.037882924E0	-4.481601715E-2	1.293173673E0
1.027257902E1	-1.272990346E0	1.720029950E0	2.251052856E-2	2.139979947E0
1.028056016E1	-1.781217098E0	2.507056713E0	1.143484116E-1	3.077522262E0
1.028854031E1	-2.126350403E0	3.122056961E0	2.224111557E-1	3.783922888E0
1.029651883E1	-1.935444236E0	3.439204216E0	4.571819305E-1	3.972793142E0
1.030449524E1	-1.360591173E0	3.746386290E0	7.181396484E-1	4.049980633E0
1.031247434E1	-7.992283106E-1	4.046926498E0	8.626499176E-1	4.214326145E0
1.032045082E1	-2.663227320E-1	4.428837776E0	9.399538040E-1	4.535310904E0
1.032843289E1	2.735435963E-1	4.688479900E0	9.789867401E-1	4.797403976E0
1.033641313E1	7.654681206E-1	4.942091942E0	1.115834236E0	5.123992608E0
1.034439203E1	1.177592874E0	5.222337246E0	1.309467316E0	5.511282604E0
1.035236957E1	1.484794974E0	5.334942818E0	1.525522232E0	5.743992432E0
1.036034977E1	1.690895796E0	5.347901344E0	1.728644371E0	5.869189786E0
1.036832848E1	1.788648725E0	5.301149845E0	1.908648491E0	5.911378266E0
1.037630449E1	1.179967999E0	5.469556808E0	2.103873253E0	5.977847340E0
