"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.500829220E0	-9.719518423E-1	1.530651379E1	8.999608994E0	1.778277303E1
2.508805157E0	-9.036916494E-1	1.705939102E1	8.699972153E0	1.917104577E1
2.516782267E0	-8.666876554E-1	1.840990448E1	7.919143200E0	2.005962511E1
2.524758009E0	-8.321880102E-1	1.944022369E1	6.938171387E0	2.065800224E1
2.532733438E0	-9.496231079E-1	2.000271797E1	6.228503227E0	2.097152266E1
2.540709727E0	-8.850208521E-1	2.002453041E1	5.935063839E0	2.090430728E1
2.548684102E0	-7.434170246E-1	1.972632599E1	5.878850937E0	2.059712345E1
2.556661681E0	-3.828746080E-1	1.919210052E1	6.081101894E0	2.013611471E1
2.564637774E0	1.556360722E-2	1.837360764E1	6.422216892E0	1.946367308E1
2.572611954E0	4.498604536E-1	1.733759880E1	6.838716030E0	1.864303472E1
2.580585509E0	8.921130896E-1	1.631187820E1	7.211858749E0	1.785732743E1
2.588557384E0	1.381233931E0	1.488527870E1	7.581481934E0	1.676180770E1
2.596535157E0	1.876448631E0	1.322632408E1	7.841606140E0	1.549023870E1
2.604514142E0	2.140968800E0	1.143688393E1	7.842651367E0	1.403186523E1
2.612493751E0	2.152976990E0	9.635922432E0	7.525335312E0	1.241438611E1
2.620469063E0	1.960643053E0	7.847299576E0	6.954862595E0	1.066744325E1
2.628445743E0	1.763506293E0	6.183829308E0	6.460034847E0	9.114919066E0
2.636420860E0	1.537058592E0	4.133730888E0	5.819869518E0	7.302134029E0
2.644398595E0	1.196022391E0	2.114202499E0	5.010910988E0	5.568621975E0
2.652376720E0	8.461840153E-1	3.446435928E-1	4.014535904E0	4.117196269E0
2.660356329E0	5.226373672E-1	-1.312239647E0	2.970413446E0	3.289145596E0
2.668332501E0	2.854265571E-1	-2.742596626E0	2.100548744E0	3.466353935E0
2.676311563E0	1.093015075E-1	-4.340740204E0	1.109999061E0	4.481748571E0
2.684293243E0	1.743061841E-1	-5.917448521E0	6.048613787E-2	5.920324165E0
2.692269962E0	4.130313694E-1	-7.473193169E0	-9.322192669E-1	7.542429569E0
2.700246681E0	7.175662518E-1	-9.020988464E0	-1.876803041E0	9.242051929E0
2.708223790E0	1.083011866E0	-1.052698040E1	-2.617606401E0	1.090147212E1
2.716203477E0	1.383173466E0	-1.163794327E1	-2.874983549E0	1.206732873E1
2.724183048E0	1.739840031E0	-1.273393536E1	-2.726873398E0	1.313834052E1
2.732163985E0	1.917525172E0	-1.391793919E1	-2.404766560E0	1.425373061E1
2.740144923E0	1.984157085E0	-1.515723991E1	-2.135006905E0	1.543492973E1
2.748121681E0	1.819821596E0	-1.608340073E1	-2.120226383E0	1.632430364E1
2.756101642E0	1.506627083E0	-1.650766182E1	-2.247874737E0	1.672799345E1
2.764079806E0	1.132905006E0	-1.672265434E1	-2.644227028E0	1.696828155E1
2.772059610E0	8.557639122E-1	-1.685158920E1	-3.086960793E0	1.715335878E1
2.780039337E0	6.871092916E-1	-1.694147873E1	-3.308337212E0	1.727515313E1
2.788018868E0	5.821370482E-1	-1.700341797E1	-3.198921204E0	1.731150493E1
2.795995157E0	5.916491151E-1	-1.691632080E1	-2.772245884E0	1.715218078E1
2.803973751E0	6.062216759E-1	-1.668725586E1	-2.217259407E0	1.684482865E1
2.811953477E0	5.696930289E-1	-1.631604004E1	-1.453440070E0	1.639055218E1
2.819938009E0	4.739673436E-1	-1.580530739E1	-6.097743511E-1	1.582416543E1
2.827921642E0	4.467264414E-1	-1.521576118E1	1.116843224E-1	1.522272730E1
2.835905352E0	4.407904446E-1	-1.453351974E1	6.075128913E-1	1.455288852E1
2.843889727E0	3.684870005E-1	-1.376164627E1	7.726441622E-1	1.378824390E1
2.851871681E0	2.618913651E-1	-1.289196873E1	7.288841009E-1	1.291521261E1
2.859853087E0	2.709564567E-1	-1.165385818E1	6.258646846E-1	1.167379692E1
2.867835196E0	3.497390151E-1	-1.041837406E1	5.650680065E-1	1.043954680E1
2.875815079E0	5.125122070E-1	-9.118029594E0	7.164621353E-1	9.160483090E0
2.883795079E0	7.380166054E-1	-7.464844704E0	1.202505589E0	7.597012219E0
2.891777618E0	9.926229715E-1	-5.644465446E0	1.791536212E0	6.004572636E0
2.899758946E0	1.093477964E0	-3.315480232E0	2.619197369E0	4.364435598E0
2.907743399E0	8.156425953E-1	-6.539802551E-1	3.373792648E0	3.532058869E0
2.915727618E0	3.706340790E-1	2.142130852E0	3.971393585E0	4.527478461E0
2.923711368E0	-2.375178933E-1	4.878914833E0	4.380496979E0	6.561172035E0
2.931692852E0	-8.830739260E-1	7.400321960E0	4.694144249E0	8.807926822E0
2.939671251E0	-1.337378263E0	9.262445450E0	4.880218029E0	1.055452530E1
2.947653165E0	-1.644515514E0	1.081306362E1	5.225027084E0	1.212137303E1
2.955632657E0	-1.784223080E0	1.195561600E1	5.628854752E0	1.333432457E1
2.963611642E0	-1.995126128E0	1.325483131E1	5.779340267E0	1.459698104E1
2.971592188E0	-2.172930956E0	1.479176998E1	5.544642448E0	1.594556829E1
2.979573399E0	-2.073842049E0	1.601308823E1	5.083910942E0	1.692825939E1
2.987553868E0	-1.896124482E0	1.668738937E1	4.557294369E0	1.740210287E1
2.995533907E0	-1.689165115E0	1.722537613E1	3.934051037E0	1.774946814E1
3.003513751E0	-1.435123205E0	1.755832291E1	3.544805527E0	1.796997296E1
3.011493126E0	-1.012273908E0	1.758883286E1	3.584671021E0	1.797892116E1
3.019472501E0	-4.795347452E-1	1.726011658E1	4.172837734E0	1.776384397E1
3.027455118E0	7.912278175E-3	1.689499092E1	5.058538914E0	1.763603121E1
3.035440587E0	6.069946289E-1	1.625754166E1	6.257523537E0	1.743079757E1
3.043421720E0	1.090207338E0	1.515889454E1	7.170855045E0	1.680481472E1
3.051403673E0	1.374182463E0	1.391559696E1	7.637596130E0	1.593314441E1
3.059383438E0	1.551831007E0	1.261340809E1	7.620138168E0	1.481798734E1
3.067361485E0	1.573898792E0	1.128672600E1	7.166466713E0	1.346200529E1
3.075341524E0	1.463124514E0	1.012197971E1	6.457783222E0	1.209537808E1
3.083321563E0	1.264261484E0	8.740343094E0	5.505386829E0	1.040678810E1
3.091300040E0	1.111344814E0	7.372588158E0	4.654871941E0	8.789651655E0
3.099279337E0	1.011385798E0	6.045617104E0	4.050058365E0	7.346792508E0
3.107256485E0	9.644714594E-1	4.730233192E0	3.612243176E0	6.029395659E0
3.115235040E0	9.349666834E-1	3.509169579E0	3.189679623E0	4.833475967E0
3.123215899E0	9.801619649E-1	2.443009377E0	2.857463598E0	3.885113963E0
3.131195392E0	1.008780003E0	1.321670532E0	2.522943497E0	3.021538346E0
3.139172306E0	1.004604936E0	1.815719604E-1	2.222793579E0	2.446019368E0
3.147152892E0	9.420341849E-1	-1.046449661E0	1.975441337E0	2.425871755E0
3.155131563E0	8.986341953E-1	-2.374148369E0	1.681904078E0	3.045147816E0
3.163113243E0	8.083588481E-1	-3.492538929E0	1.372474551E0	3.838614150E0
3.171095509E0	6.661657095E-1	-4.662569523E0	8.666794896E-1	4.788994116E0
3.179077462E0	5.233030319E-1	-5.731035233E0	2.692914605E-1	5.761174254E0
3.187057501E0	4.925752878E-1	-6.722419739E0	-3.739892244E-1	6.750809248E0
3.195039220E0	5.019277930E-1	-7.536619186E0	-9.560631514E-1	7.613581090E0
3.203020899E0	5.748007298E-1	-8.221253395E0	-1.279773951E0	8.340097399E0
3.211000743E0	6.577354670E-1	-8.781300545E0	-1.321491241E0	8.904504158E0
3.218979962E0	7.327386737E-1	-9.407164574E0	-1.181661963E0	9.509362559E0
3.226958438E0	8.135671020E-1	-1.004473972E1	-9.004070759E-1	1.011777745E1
3.234937657E0	8.992729187E-1	-1.074007225E1	-5.517175198E-1	1.079176704E1
3.242917735E0	9.647175670E-1	-1.140960503E1	-1.540179253E-1	1.145135312E1
3.250897306E0	9.509567618E-1	-1.196242142E1	1.400042772E-1	1.200097688E1
3.258876681E0	8.291475177E-1	-1.259460640E1	1.977300644E-1	1.262341844E1
3.266854923E0	6.661881208E-1	-1.309744644E1	-2.211225033E-2	1.311439663E1
3.274833595E0	5.648522973E-1	-1.345450497E1	-5.352365971E-1	1.347698929E1
3.282814806E0	5.087369084E-1	-1.372383499E1	-1.210093141E0	1.378647110E1
3.290796290E0	4.196240306E-1	-1.374610901E1	-1.838617325E0	1.387487336E1
3.298777306E0	3.709338009E-1	-1.352523327E1	-2.269919157E0	1.371940450E1
3.306755587E0	3.828712106E-1	-1.319416428E1	-2.435626507E0	1.342254960E1
3.314733243E0	4.363179803E-1	-1.296177006E1	-2.243175268E0	1.316167511E1
3.322714962E0	5.750679970E-1	-1.279185867E1	-1.673583508E0	1.291368395E1
3.330695040E0	6.856656671E-1	-1.261383533E1	-9.581261873E-1	1.266874047E1
3.338676681E0	7.716215253E-1	-1.229429626E1	-3.394920826E-1	1.232316418E1
3.346659181E0	7.910037041E-1	-1.188902378E1	-3.591334820E-2	1.191536248E1
3.354639688E0	7.128713727E-1	-1.121952057E1	-2.891671658E-2	1.124218233E1
3.362623399E0	5.934495926E-1	-1.040756702E1	-2.373732328E-1	1.042717506E1
3.370605587E0	5.238264799E-1	-9.469783783E0	-4.837952852E-1	9.496591860E0
3.378584220E0	5.056675673E-1	-8.453998566E0	-5.691508651E-1	8.488210892E0
3.386562618E0	5.544927120E-1	-7.563269615E0	-5.201690197E-1	7.601387061E0
3.394541329E0	7.050601244E-1	-6.428205967E0	-1.007431448E-1	6.467541335E0
3.402519376E0	8.489220142E-1	-5.200930119E0	5.557070971E-1	5.298976605E0
3.410498399E0	9.532105327E-1	-3.834491730E0	1.315043807E0	4.164285936E0
3.418477540E0	8.492394686E-1	-2.262886047E0	1.966558814E0	3.115961249E0
3.426456876E0	3.862151206E-1	-3.558464050E-1	2.313637733E0	2.372489904E0
3.434434571E0	-2.752017379E-1	1.676347733E0	2.281397581E0	2.844407256E0
3.442412345E0	-1.183739424E0	4.183168411E0	2.142854214E0	4.846850644E0
3.450390665E0	-1.895184040E0	6.738713264E0	2.235394478E0	7.348398974E0
3.458368868E0	-2.407297611E0	8.986413956E0	2.866125345E0	9.734751772E0
3.466351642E0	-2.742528439E0	1.059528065E1	3.807640076E0	1.158790564E1
3.474335274E0	-3.067324162E0	1.221088028E1	4.637855530E0	1.341729401E1
3.482317423E0	-3.222112179E0	1.372364044E1	4.950013161E0	1.494064738E1
3.490298087E0	-3.248950958E0	1.551652336E1	4.833736420E0	1.657356894E1
3.498276681E0	-3.168027401E0	1.701837349E1	4.261367798E0	1.782752617E1
3.506253009E0	-3.143584728E0	1.829724121E1	3.567571640E0	1.890499215E1
3.514230470E0	-3.000517607E0	1.940869141E1	3.251394749E0	1.990658122E1
3.522210274E0	-2.612823009E0	1.997387695E1	3.599660397E0	2.046314149E1
3.530190118E0	-1.881448388E0	2.002936935E1	4.664358139E0	2.065119177E1
3.538167774E0	-9.646365643E-1	1.945167351E1	6.273597717E0	2.046108879E1
3.546148243E0	4.546880722E-2	1.841987801E1	8.102414131E0	2.012319776E1
3.554127892E0	1.012456179E0	1.709234619E1	9.680188179E0	1.966925034E1
3.562105196E0	1.867929101E0	1.545684624E1	1.064145088E1	1.885851881E1
3.570082071E0	2.392721891E0	1.386587238E1	1.087776184E1	1.778519715E1
3.578059806E0	2.584163666E0	1.205146027E1	1.045776844E1	1.616417388E1
3.586038048E0	2.313547850E0	1.026466179E1	9.194620132E0	1.397343282E1
3.594016563E0	2.015601397E0	8.360737801E0	7.577215195E0	1.146205809E1
3.601995274E0	1.791431189E0	6.459813118E0	6.023172379E0	9.012048420E0
3.609972852E0	1.525694847E0	4.791044235E0	4.824598789E0	6.968400326E0
3.617950001E0	1.148296952E0	2.985919952E0	3.537172794E0	4.769265691E0
3.625926954E0	6.844549179E-1	1.307526588E0	2.282780170E0	2.718306388E0
3.633903087E0	3.021988273E-1	-2.791042328E-1	1.096191287E0	1.170836727E0
3.641880352E0	1.371570230E-1	-1.799525261E0	6.014645100E-3	1.804754662E0
3.649856876E0	1.792509556E-1	-3.280138969E0	-9.201737642E-1	3.411475094E0
3.657838673E0	2.501696944E-1	-4.472550392E0	-1.574637175E0	4.748239054E0
3.665820040E0	4.414899945E-1	-5.653257847E0	-2.150956392E0	6.064721848E0
3.673801954E0	7.264391184E-1	-6.668011665E0	-2.353648186E0	7.108428317E0
3.681780509E0	1.101115704E0	-7.782165527E0	-2.178006411E0	8.155873222E0
3.689760938E0	1.482387781E0	-8.900498390E0	-1.736456633E0	9.188668389E0
3.697739884E0	1.710912943E0	-1.005983925E1	-1.250578642E0	1.028063888E1
3.705720782E0	1.804147959E0	-1.098061466E1	-7.651667595E-1	1.115411710E1
3.713700001E0	1.670047998E0	-1.191192436E1	-5.143297315E-1	1.203941599E1
3.721679727E0	1.328470826E0	-1.264321899E1	-4.809052944E-1	1.272191382E1
3.729654376E0	1.004941463E0	-1.324164200E1	-7.053371668E-1	1.329843941E1
3.737630626E0	8.395482302E-1	-1.371002388E1	-1.087584615E0	1.377869501E1
3.745607267E0	7.519947290E-1	-1.404905891E1	-1.440717816E0	1.414274444E1
3.753585157E0	8.081722260E-1	-1.442492199E1	-1.852195263E0	1.456578676E1
3.761561642E0	9.285683036E-1	-1.472136974E1	-2.232492685E0	1.491861219E1
3.769540040E0	1.033515453E0	-1.481244278E1	-2.530254841E0	1.506249663E1
3.777520196E0	1.114303112E0	-1.469400978E1	-2.705369473E0	1.498247706E1
3.785499298E0	1.098301172E0	-1.444791698E1	-2.669887543E0	1.473352877E1
3.793477813E0	1.033014059E0	-1.415799332E1	-2.353944778E0	1.438947354E1
3.801459806E0	9.287135005E-1	-1.391140938E1	-1.798328400E0	1.405787341E1
3.809442579E0	8.295784593E-1	-1.366996098E1	-1.177760959E0	1.374565947E1
3.817423243E0	7.091152668E-1	-1.321674347E1	-5.533684492E-1	1.324731554E1
3.825404454E0	5.764949322E-1	-1.264633179E1	-1.379655600E-1	1.266021677E1
3.833383087E0	4.586477280E-1	-1.221876144E1	-8.165514469E-2	1.222763904E1
3.841362462E0	3.684881926E-1	-1.165804768E1	-3.601621985E-1	1.166942912E1
3.849339259E0	3.758335710E-1	-1.091876316E1	-8.136948347E-1	1.095548899E1
3.857321134E0	3.769569993E-1	-9.953200340E0	-1.094043255E0	1.002024073E1
3.865301837E0	5.388020277E-1	-8.952704430E0	-1.034521937E0	9.028369724E0
3.873280626E0	9.632911682E-1	-8.009797096E0	-5.821141005E-1	8.088487882E0
3.881259220E0	1.312615633E0	-6.957618713E0	3.155069053E-2	7.080424663E0
3.889237345E0	1.604640841E0	-5.255625248E0	1.083448291E0	5.600922172E0
3.897215821E0	1.687663078E0	-3.107678890E0	2.261698961E0	4.197756179E0
3.905195313E0	1.400437713E0	-7.182073593E-1	3.344890594E0	3.696666158E0
3.913169727E0	6.798846722E-1	1.687948227E0	3.974216223E0	4.371018985E0
3.921145821E0	-1.759582758E-1	3.879997253E0	4.136876106E0	5.674423664E0
3.929126251E0	-1.059994817E0	6.273003578E0	4.048995018E0	7.541122168E0
3.937108087E0	-1.639733911E0	8.482228279E0	3.843109131E0	9.455496373E0
3.945086212E0	-2.018178225E0	1.058178806E1	3.787616491E0	1.141898948E1
3.953066017E0	-2.250879288E0	1.264509296E1	4.103586197E0	1.348348076E1
3.961044845E0	-2.331307888E0	1.462628651E1	4.719381332E0	1.554463938E1
3.969025899E0	-2.396110058E0	1.624541473E1	5.301109314E0	1.725562526E1
3.977006446E0	-2.380877972E0	1.770492363E1	5.856245518E0	1.879969447E1
3.984985079E0	-2.274914742E0	1.870552444E1	6.282824516E0	1.986317612E1
3.992964142E0	-2.071908474E0	1.914964104E1	6.566893578E0	2.035007734E1
4.000945548E0	-1.929547429E0	1.914636612E1	6.917244434E0	2.044883272E1
4.008923907E0	-1.717038631E0	1.883878326E1	7.474482536E0	2.034000653E1
4.016903751E0	-1.413144112E0	1.823336029E1	8.087501526E0	1.999650181E1
4.024884063E0	-9.851088524E-1	1.709630966E1	8.653400421E0	1.918685963E1
4.032865001E0	-5.838954449E-1	1.578535461E1	8.978976250E0	1.816976523E1
4.040845157E0	-2.573851347E-1	1.439393997E1	9.038288116E0	1.699830601E1
4.048825470E0	5.047798157E-2	1.288443756E1	8.898732185E0	1.565882224E1
4.056807384E0	2.765765190E-1	1.136589336E1	8.524382591E0	1.421003607E1
4.064785938E0	4.156473875E-1	9.646369934E0	7.739678383E0	1.237448331E1
4.072765938E0	4.712218046E-1	8.003733635E0	6.673894882E0	1.043181072E1
4.080747931E0	4.681204557E-1	6.452820778E0	5.634470940E0	8.579352862E0
4.088730431E0	4.238568544E-1	4.989911079E0	4.687126160E0	6.859155841E0
4.096710352E0	3.531691432E-1	3.655892372E0	3.817571640E0	5.297558939E0
4.104690938E0	2.628653049E-1	2.545937538E0	3.156306982E0	4.063639979E0
4.112671251E0	1.475026608E-1	1.228108406E0	2.436423540E0	2.732428766E0
4.120650040E0	3.483724594E-2	-1.073913574E-1	1.776155233E0	1.779739855E0
4.128628907E0	-7.106304169E-3	-1.380931854E0	1.104527593E0	1.768333817E0
4.136607774E0	5.574643612E-2	-2.534930706E0	4.922598600E-1	2.582886199E0
4.144589376E0	2.174479365E-1	-3.696395874E0	1.225233078E-2	3.702806528E0
4.152567813E0	3.746895790E-1	-4.714913845E0	-3.428313732E-1	4.742187069E0
4.160545431E0	5.607001781E-1	-5.804035187E0	-7.946785092E-1	5.884957355E0
4.168525001E0	8.425510526E-1	-6.700885296E0	-1.137554049E0	6.848779836E0
4.176502110E0	1.226635933E0	-7.478322983E0	-1.291783810E0	7.687565008E0
4.184477071E0	1.586661816E0	-8.330871582E0	-1.206524014E0	8.566015248E0
4.192453907E0	1.786636829E0	-9.074813843E0	-1.016664743E0	9.304725930E0
4.200433634E0	1.910535812E0	-9.904731750E0	-8.025856614E-1	1.011918978E1
4.208407774E0	1.960059166E0	-1.064393902E1	-5.572150350E-1	1.083723942E1
4.216383126E0	1.915127039E0	-1.132147312E1	-3.620679379E-1	1.148801804E1
4.224355743E0	1.682075024E0	-1.194717884E1	-2.939605117E-1	1.206859028E1
4.232329727E0	1.386271238E0	-1.255470467E1	-4.480437040E-1	1.263895171E1
4.240306251E0	1.084507942E0	-1.304623985E1	-7.492772341E-1	1.311266366E1
4.248282618E0	8.419926167E-1	-1.352279663E1	-1.182591319E0	1.360049641E1
4.256260977E0	7.157461047E-1	-1.388249016E1	-1.678353190E0	1.400188183E1
4.264236017E0	6.819870472E-1	-1.408326721E1	-2.151703119E0	1.426300628E1
4.272209571E0	7.110908031E-1	-1.415970039E1	-2.575643063E0	1.440960452E1
4.280184727E0	8.506468534E-1	-1.407458973E1	-2.839995384E0	1.438343665E1
4.288158907E0	1.088716745E0	-1.384796429E1	-3.037358761E0	1.421889473E1
4.296133985E0	1.211073399E0	-1.352556229E1	-3.129064798E0	1.393551508E1
4.304113907E0	1.265708685E0	-1.305917168E1	-2.948403835E0	1.344756738E1
4.312095704E0	1.307199955E0	-1.252234554E1	-2.454753399E0	1.282745976E1
4.320075821E0	1.331673384E0	-1.195464802E1	-1.818246365E0	1.216523666E1
4.328053360E0	1.359517574E0	-1.133773518E1	-1.254593968E0	1.148766874E1
4.336031407E0	1.292075872E0	-1.051435661E1	-7.490972281E-1	1.061990121E1
4.344008438E0	1.236200571E0	-9.615423203E0	-4.104394913E-1	9.703247693E0
4.351985665E0	1.146762609E0	-8.517818451E0	-1.116929054E-1	8.595392426E0
4.359964571E0	1.043066502E0	-7.160932541E0	1.898427010E-1	7.238990457E0
4.367938556E0	9.649783373E-1	-5.974984169E0	4.170227647E-1	6.066755887E0
4.375913673E0	8.202369213E-1	-4.585681438E0	7.305439711E-1	4.715395779E0
4.383890118E0	6.411212087E-1	-2.729012012E0	1.114378333E0	3.016683947E0
4.391867696E0	5.148929358E-1	-6.774101257E-1	1.490025401E0	1.715859816E0
4.399845470E0	3.193661571E-1	1.566952705E0	1.846318007E0	2.442585864E0
4.407822970E0	-4.639792442E-2	4.035235405E0	2.123537302E0	4.560119320E0
4.415802188E0	-6.920350790E-1	6.298513412E0	2.138222218E0	6.687464244E0
4.423783946E0	-1.723243952E0	8.918653488E0	1.913822532E0	9.283031102E0
4.431762384E0	-2.679214001E0	1.129705715E1	1.429728389E0	1.169811144E1
4.439743243E0	-3.401165962E0	1.336551189E1	9.673453569E-1	1.382536058E1
4.447721563E0	-3.663079262E0	1.499070358E1	8.315033913E-1	1.545414965E1
4.455704845E0	-3.643805265E0	1.609799576E1	1.132346392E0	1.654403193E1
4.463689923E0	-3.343423843E0	1.708230972E1	2.046617746E0	1.752633540E1
4.471668126E0	-2.738308430E0	1.768172073E1	3.288142443E0	1.819212637E1
4.479647423E0	-1.924065709E0	1.781300735E1	4.712523460E0	1.852601245E1
4.487627384E0	-9.430457354E-1	1.748121643E1	6.107799530E0	1.854150690E1
4.495609454E0	9.631681442E-2	1.673911667E1	7.326727390E0	1.827260896E1
4.503590860E0	9.392527342E-1	1.580749321E1	8.146800995E0	1.780812746E1
4.511572384E0	1.694779396E0	1.449409676E1	8.608949661E0	1.694299655E1
4.519553321E0	2.120342493E0	1.291759968E1	8.508790970E0	1.561280748E1
4.527534376E0	2.087004185E0	1.129135609E1	7.737952709E0	1.384652378E1
4.535516798E0	1.868194699E0	9.698243141E0	6.261614323E0	1.169418169E1
4.543499298E0	1.579321027E0	8.085824013E0	4.629611015E0	9.450296452E0
4.551480704E0	1.259875417E0	6.829160690E0	3.355292797E0	7.712503585E0
4.559460665E0	9.365874529E-1	5.450151443E0	2.072134495E0	5.905513371E0
4.567438673E0	6.703102589E-1	4.063390732E0	9.978207350E-1	4.237464608E0
4.575412618E0	4.517354965E-1	2.711018562E0	8.812093735E-2	2.749809430E0
4.583392071E0	3.437798619E-1	1.458548546E0	-6.884769797E-1	1.649105517E0
4.591373712E0	3.641983867E-1	5.745401382E-1	-1.171267629E0	1.354475800E0
4.599353907E0	4.977698028E-1	-2.808961868E-1	-1.529654622E0	1.632948470E0
4.607330509E0	6.745553613E-1	-1.096196175E0	-1.667253017E0	2.106277193E0
4.615309923E0	1.030374169E0	-1.984125137E0	-1.585008144E0	2.740560948E0
4.623288634E0	1.425814629E0	-2.861327171E0	-1.402452111E0	3.490990183E0
4.631265899E0	1.727692842E0	-3.701830864E0	-1.247376204E0	4.271348932E0
4.639240274E0	1.839138865E0	-4.472382069E0	-1.130788565E0	4.966217465E0
4.647215157E0	1.824391127E0	-5.238005638E0	-1.075554252E0	5.649948937E0
4.655194142E0	1.666363955E0	-5.963116646E0	-1.090197325E0	6.286816298E0
4.663171642E0	1.459004402E0	-6.690945625E0	-1.064497828E0	6.930411448E0
4.671151212E0	1.204898596E0	-7.398160458E0	-9.995810390E-1	7.561991870E0
4.679133477E0	1.015062094E0	-7.987095833E0	-8.083412647E-1	8.091814784E0
4.687112657E0	9.436505437E-1	-8.515636444E0	-2.982522547E-1	8.572951347E0
4.695091681E0	8.642714024E-1	-9.098998070E0	3.311860263E-1	9.145950750E0
4.703070587E0	7.733258009E-1	-9.825870514E0	8.237572908E-1	9.890618799E0
4.711047813E0	6.610803604E-1	-1.045677471E1	1.015652061E0	1.052676179E1
4.719023985E0	5.051723123E-1	-1.091032600E1	9.953458309E-1	1.096727523E1
4.726999102E0	3.831437230E-1	-1.125603867E1	8.298563957E-1	1.129308936E1
4.734975860E0	2.574293613E-1	-1.162336445E1	5.700882673E-1	1.164018349E1
4.742955118E0	1.484679878E-1	-1.188798428E1	2.824031413E-1	1.189226490E1
4.750933165E0	7.476174831E-2	-1.210035896E1	1.276507378E-1	1.210126320E1
4.758912384E0	4.831296206E-2	-1.232277298E1	6.967419386E-2	1.232306466E1
4.766889376E0	6.469404697E-2	-1.241145992E1	6.377393007E-2	1.241179237E1
4.774865079E0	9.577751160E-2	-1.226560211E1	4.227437079E-2	1.226604890E1
4.782840704E0	1.439352036E-1	-1.188718891E1	-9.148943424E-2	1.188841234E1
4.790817306E0	1.694740057E-1	-1.138122463E1	-3.556320667E-1	1.138804065E1
4.798792149E0	1.542968154E-1	-1.089813519E1	-6.665230393E-1	1.091958841E1
4.806768556E0	1.584773064E-1	-1.034896278E1	-9.097157121E-1	1.039007837E1
4.814745196E0	1.794363856E-1	-9.716521263E0	-1.093844652E0	9.779543905E0
4.822724298E0	1.830694675E-1	-8.782441139E0	-1.155181289E0	8.859979154E0
4.830700704E0	3.264096975E-1	-7.689843178E0	-1.096522927E0	7.774483515E0
4.838677774E0	5.242619514E-1	-6.328022003E0	-8.511676192E-1	6.406496654E0
4.846656681E0	8.116368055E-1	-4.346846581E0	-3.321180940E-1	4.434425772E0
4.854636524E0	1.041139603E0	-1.906196117E0	3.681360483E-1	2.202970599E0
4.862618790E0	1.127063513E0	4.744129181E-1	9.296578169E-1	1.536100073E0
4.870599102E0	1.073668242E0	3.374127388E0	1.492109418E0	3.842380725E0
4.878576407E0	9.387358427E-1	6.136535645E0	1.923519373E0	6.499093897E0
4.886554884E0	8.022940755E-1	8.676931381E0	2.205590248E0	8.988739752E0
4.894532071E0	7.100284696E-1	1.096779060E1	2.417355299E0	1.125345182E1
4.902510470E0	5.502054691E-1	1.265244102E1	2.512088299E0	1.291114161E1
4.910488946E0	1.834622025E-1	1.423404694E1	2.560471773E0	1.446367057E1
4.918468790E0	-2.873861790E-1	1.580913258E1	2.646391630E0	1.603167653E1
4.926449532E0	-8.278276920E-1	1.708705521E1	2.805903196E0	1.733568133E1
4.934430157E0	-1.290103674E0	1.792566109E1	3.140062571E0	1.824427817E1
4.942410352E0	-1.700016379E0	1.837929535E1	3.746611357E0	1.883416178E1
4.950390509E0	-2.027789354E0	1.848312950E1	4.382751465E0	1.910357339E1
4.958373360E0	-2.253306627E0	1.827144623E1	5.201970577E0	1.913069878E1
4.966353282E0	-2.228956461E0	1.781104469E1	6.057957649E0	1.894466708E1
4.974333946E0	-1.924571991E0	1.706409454E1	6.824796200E0	1.847877548E1
4.982312384E0	-1.469866395E0	1.610349655E1	7.448508263E0	1.780346550E1
4.990294532E0	-9.703567028E-1	1.488336754E1	7.999058247E0	1.692457250E1
4.998274884E0	-3.716366291E-1	1.359589481E1	8.547565460E0	1.606385212E1
5.006254649E0	7.769727707E-2	1.196438694E1	8.825635910E0	1.486756338E1
5.014234454E0	2.678236961E-1	1.028715229E1	8.744383812E0	1.350412826E1
5.022214063E0	2.666234970E-1	8.570794106E0	8.173200607E0	1.184613050E1
5.030194962E0	2.351682186E-1	6.877651215E0	7.299508572E0	1.003195971E1
5.038173126E0	1.363098621E-1	5.388092995E0	6.557880878E0	8.488576330E0
5.046153399E0	7.719719410E-2	3.588410378E0	5.731420517E0	6.762531300E0
5.054136681E0	6.360244751E-2	1.757162094E0	4.969495296E0	5.271389513E0
5.062119767E0	1.527404785E-2	2.526187897E-2	4.234447956E0	4.234550856E0
5.070099571E0	5.454182625E-3	-1.625238419E0	3.486500025E0	3.846701456E0
5.078079259E0	8.859837055E-2	-3.255782604E0	2.672013521E0	4.212793170E0
5.086059454E0	1.589789391E-1	-4.592989445E0	1.915181518E0	4.978829841E0
5.094040196E0	2.432990074E-1	-5.947865486E0	9.175489545E-1	6.023138246E0
5.102017892E0	4.054752588E-1	-7.196332455E0	-1.395591795E-1	7.209097568E0
5.110001212E0	6.160060167E-1	-8.294278145E0	-1.132762194E0	8.393906334E0
5.117981368E0	8.111131787E-1	-9.236303329E0	-1.952572107E0	9.475217233E0
5.125960235E0	9.563926458E-1	-9.971015930E0	-2.422186852E0	1.030547596E1
5.133937345E0	1.185712934E0	-1.086486530E1	-2.614183187E0	1.123766733E1
